;Phrase
2755;Corrió hacia los poneys y pronto volvió con dos yesqueros y un hacha
2756;"Juntaron rápidamente hierbas y hojas secas y trozos de corteza; luego apilaron ramas rotas y astillas"
2757;Amontonaron todo contra el tronco en el lado opuesto al de los prisioneros
2758;Tan pronto como Sam consiguió encender la yesca, las hierbas secas comenzaron a arder y una columna de fuego y humo se alzó en el aire
2759;Las ramitas crujieron
2760;Unas lengüitas de fuego lamieron la corteza seca y estriada del árbol, chamuscándola
2761;Un estremecimiento recorrió todo el sauce
2762;Las hojas parecían sisear allá arriba con un sonido de dolor y rabia
2763;Merry gritó y desde dentro del árbol llegó un aullido apagado de Pippin
2764;¡Apáguenlo! ¡Apáguenlo! gritó Merry.¡Me partirá en dos, si así no lo hacen! ¡Él lo dice! ¿Quién? ¿Qué? exclamó Frodo, corriendo al otro lado del árbol
2765;¡Apáguenlo! ¡Apáguenlo! suplicó Merry.El Señor de los anillos: La Comunidad del anillo 101 Las ramas del sauce comenzaron a balancearse con violencia
2766;Se oyó un rumor como de viento que se alzaba y se extendía a las ramas de los otros árboles de alrededor, como si hubiesen arrojado una piedra a la quietud soñolienta del valle del río, desencadenando unas ondas coléricas que invadían todo el bosque
2767;Sam pateó la pequeña hoguera y apagó las brasas
2768;Pero Frodo, sin tener una idea clara de por qué lo hacía, o qué esperaba, corrió a lo largo del sendero gritando: ¡Socorro! ¡Socorro! ¡Socorro! Tenía la impresión de que apenas alcanzaba a oír el sonido agudo de su propia voz, como si el viento del sauce se la llevara en seguida ahogándola en un clamor de hojas
2769;Se sintió desesperado, perdido y al borde mismo de la locura
2770;De pronto se detuvo
2771;Había una respuesta, o al menos así lo creyó, pero parecía venir de detrás de él, del sendero que atravesaba el bosque
2772;"Se volvió y escuchó y pronto no tuvo ninguna duda; alguien cantaba una canción; una voz profunda y alegre cantaba descuidada y feliz, pero las palabras no tenían ningún sentido"
2773;¡Hola, dol! ¡Feliz, dol! ¡Toca un don diló! ¡Toca un don! ¡Salta! ¡Sauce del fal lo! ¡Tom Bom, alegre Tom, Tom Bombadillo!  Mitad esperanzados, mitad temerosos de un nuevo peligro, Frodo y Sam se quedaron muy quietos
2774;De pronto, luego de una larga tirada de palabras sin sentido (o así parecía), la voz se oyó fuerte y clara
2775;¡Hola, ven alegre dol, querida derry dol! Ligeros son el viento y el alado estornino
2776;Allá abajo al pie de la colina, brillando al sol, esperando a la puerta la luz de las estrellas, está mi hermosa dama, hija de la dama del río, delgada como vara de sauce, clara como el agua
2777;El viejo Tom Bombadil trayendo lirios de agua vuelve saltando a casa.¿Lo oyes cómo canta? ¡Hola, ven alegre dol, derry dol, alegre oh, Baya de Oro, Baya de Oro, alegre baya amarilla
2778;Pobre viejo HombreSauce, ¡retira tus raíces! Tom tiene prisa ahora
2779;La noche sucede al día
2780;Tom vuelve de nuevo trayendo lirios de agua
2781;¡Hola, ven derry dol! ¿Me oyes cómo canto?  Frodo y Sam parecían como hechizados
2782;El viento echó una última bocanada
2783;Las hojas colgaron de nuevo silenciosas en las ramas tiesas
2784;La canción estalló otra vez y luego, de pronto, saltando y bailando a lo largo del sendero, por encima de las cañas, asomó un viejo y estropeado sombrero de copa alta y larga pluma azul sujeta a la cinta
2785;"Un nuevo brinco y un salto y un hombre apareció a la vista, o por lo menos algo semejante a un hombre; demasiado grande y pesado para ser un hobbit y no bastante alto como para pertenecer a la Gente Grande, aunque hacía bastante ruido, calzado con grandes botas amarillas, tranqueando entre las hierbas y los juncos como una vaca que baja a beber"
2786;"Tenía una chaqueta azul y larga barba castaña; los El Señor de los anillos: La Comunidad del anillo 102 ojos eran azules y brillantes y la cara roja como una manzana madura, pero plegada en cientos de arrugas de risa"
2787;En las manos, sobre una hoja grande, como en una bandeja, traía un montoncito de lirios de agua blancos
2788;¡Socorro! gritó Frodo y Sam corrió hacia el hombre adelantando las manos.¡Ho, ho! ¡Quietos! gritó el personaje alzando una mano y los hobbits se detuvieron en seco como paralizados
2789;Bien, mis amiguitos, ¿a dónde vais, resoplando como fuelles? ¿Qué pasa aquí? ¿Sabéis quién soy? Soy Tom Bombadil
2790;Decidme cuál es el problema
2791;Tom tiene prisa.¡No me aplastéis los lirios! Mis amigos están atrapados en el sauce exclamó Frodo sin aliento.¡Una hendidura está triturando al señor Merry! gritó Sam
2792;¿Cómo? gritó Tom Bombadil dando un salto.¿El viejo HombreSauce? Nada peor, ¿eh? Eso tiene fácil arreglo
2793;Conozco la cancioneta que le hace falta.¡Viejo y gríseo HombreSauce! Le helaré la médula, si no se comporta bien
2794;Le cantaré hasta sacarle afuera las raíces
2795;Le cantaré un viento que le arrancará hojas y ramas.¡Viejo HombreSauce! Depositando con cuidado los lirios de agua en el suelo, Tom Bombadil corrió hacia el árbol
2796;Allí vio los pies de Merry que aún sobresalían
2797;El resto ya había sido arrastrado al interior
2798;Tom acercó la boca a la hendidura y se puso a cantar en voz baja
2799;Los dos hobbits no alcanzaban a oír las palabras, pero la reanimación de Merry fue evidente
2800;Las piernas patearon el aire
2801;Tom se apartó de un salto y arrancando una rama que colgaba a un costado, azotó el flanco del sauce
2802;¡Déjalo salir, viejo HombreSauce! ¿Qué pretendes? No tendrías que estar despierto.¡Come tierra! ¡Cava hondo! ¡Bebe agua! ¡Duerme! ¡Bombadil habla! Tomó entonces los pies de Merry y lo sacó de la hendidura que se había ensanchado de pronto
2803;Se oyó el sonido de algo que se desgarra y la otra grieta se abrió también y Pippin saltó fuera, como si lo hubiesen pateado
2804;En seguida, con un sonoro chasquido, las dos fisuras volvieron a cerrarse
2805;Un estremecimiento recorrió el árbol de las raíces a la copa, y siguió un completo silencio
2806;¡Gracias! dijeron los hobbits, uno tras otro
2807;Tom Bombadil se echó a reír
2808;¡Bueno, mis amiguitos! dijo inclinándose para mirarles las caras
2809;Vendréis a casa conmigo
2810;Hay en mi mesa un cargamento de crema amarilla, panal de miel, manteca y pan blanco
2811;Baya de Oro nos espera
2812;Ya habrá tiempo para preguntas mientras cenamos.¡Seguidme tan rápido como podáis! Luego de esto Tom Bombadil recogió los lirios y se fue saltando y bailando por el camino hacia el este, llamándolos con la mano, cantando otra vez en voz alta una canción que no tenía sentido
2813;Demasiado sorprendidos y demasiado aliviados para hablar, los hobbits lo siguieron tan rápidamente como podían
2814;Pero esto no bastaba
2815;Tom desapareció muy pronto delante de ellos y el sonido del canto se hizo más lejano y débil
2816;Pero de súbito la voz volvió flotando como un poderoso llamado
2817;¡Saltad, amiguitos, a lo largo del Tornasauce! Tom va adelante a encender las velas
2818;El sol se oculta pronto marcharéis a ciegas
2819;Cuando caiga la noche, las puertas se abrirán, El Señor de los anillos: La Comunidad del anillo 103 y en las ventanas brillará una luz amarilla
2820;No tengáis miedo ni de alisos ni de sauces, ni de raíces ni de ramas
2821;Tom va adelante
2822;¡Hola, ahora, alegre dol! ¡Bien venidos a casa!  Luego los hobbits no oyeron más
2823;Casi en seguida pareció que el sol se hundía entre los árboles, detrás de ellos
2824;Recordaron la luz oblicua de la tarde que brillaba sobre el río Brandivino y las ventanas de Gamoburgo que comenzaban a iluminarse con cientos de luces
2825;"Grandes sombras caían ahora alrededor; los troncos y las ramas, negros y amenazantes, se inclinaban sobre el sendero"
2826;Unas nieblas blancas comenzaban a alzarse ondulándose en la superficie del río, esparciéndose entre las raíces de los árboles, en las orillas
2827;Del suelo a los pies de los hobbits, un vapor tenebroso subía confundiéndose con el crepúsculo, que caía rápidamente
2828;Se hizo difícil seguir el sendero y todos estaban muy cansados
2829;Las piernas les pesaban como plomo
2830;Unos ruidos raros y furtivos corrían entre los matorrales y juncos a los lados del camino y si alzaban los ojos veían unas caras extrañas, retorcidas y nudosas, como sombras dibujadas en el cielo del crepúsculo, que los miraban asomándose a las barrancas y a los límites del bosque
2831;Empezaban a tener la impresión de que todo aquel país era irreal y que avanzaban tropezando por un sueño ominoso que no llevaba a ninguna vigilia
2832;En el momento en que ya aminoraban el paso y parecía que iban a detenerse, advirtieron que el suelo se elevaba poco a poco
2833;Las aguas murmuraban ahora
2834;Alcanzaron a vislumbrar en la penumbra el resplandor blanco de la espuma del río que se precipitaba en una pequeña cascada
2835;En seguida los árboles terminaron y la niebla quedó atrás
2836;Salieron del bosque y se encontraron en una amplia extensión de hierbas
2837;El río, estrecho y rápido, saltaba hacia ellos alegremente, reflejando aquí y allá la luz de las estrellas que ya brillaba en el cielo
2838;La hierba era allí corta y suave, como si la hubiesen segado
2839;Detrás, los bordes del bosque parecían recortados como un cerco
2840;El sendero era llano, estaba bien cuidado y bordeado de piedras y subía serpenteando a la cima de una loma herbosa, grisácea bajo el pálido cielo estrellado
2841;Allí arriba en otra ladera parpadeaban las luces de una casa
2842;El sendero bajó y subió de nuevo por una larga pendiente de césped hacia la luz
2843;De pronto un rayo amarillo salió brillantemente de una puerta que acababa de abrirse
2844;Era la casa de Tom Bombadil, sobre y bajo la colina
2845;Detrás el terreno se elevaba gris y desnudo y más allá las sombras oscuras de las Quebradas se perdían en la noche del este
2846;Hobbits y poneys se precipitaron hacia adelante
2847;Ya se habían quitado de encima la mitad de la fatiga y todo temor.¡Hola, venid, alegre dol! llegó a ellos la canción, como una bienvenida
2848;¡Hola, venid, alegre dol! ¡Bravos míos, saltad! ¡Hobbits, poneys, y todos, a la fiesta! ¡Que la alegría empiece! ¡Cantemos todos juntos! El Señor de los anillos: La Comunidad del anillo 104 Luego, otra voz, clara, joven y antigua como la primavera, como el canto de un agua gozosa que baja a la noche desde una mañana brillante en las colinas, cayó como plata hasta ellos: ¡Que los cantos empiecen! Cantemos todos juntos, el sol y las estrellas, la luna, las nubes y la lluvia, la luz en los capullos, el rocío en la pluma, el viento en la colina, la campana en los brezos, las cañas en la orilla, los lirios en el agua, ¡el viejo Tom Bombadil y la Hija del Río! Y con esta canción los hobbits llegaron al umbral, envueltos todos en una luz dorada.El Señor de los anillos: La Comunidad del anillo 105 7 EN CASA DE TOM BOMBADIL Los cuatro hobbits franquearon el ancho umbral de piedra y se detuvieron, parpadeando
2849;La habitación era larga y baja, iluminada por unas lámparas que colgaban de las vigas del cielo raso y en la mesa de madera oscura y pulida había muchas velas altas y amarillas, de llama brillante
2850;En el extremo opuesto de la habitación, mirando a la puerta de entrada, estaba sentada una mujer
2851;"Los cabellos rubios le caían en largas ondas sobre los hombros; llevaba una túnica verde, verde como las cañas jóvenes, salpicada con cuentas de plata como gotas de rocío y el cinturón era de oro, labrado como una cadena de azucenas y adornado con ojos de nomeolvides, azules y claros"
2852;A sus pies, en vasijas de cerámica verde y castaña, flotaban unos lirios de agua, de modo que la mujer parecía entronizada en medio de un estanque
2853;¡Adelante, mis buenos invitados! dijo y los hobbits supieron que era aquella voz clara la que habían oído en el camino.Se adelantaron tímidamente unos pasos, haciendo reverencias, sintiéndose de algún modo sorprendidos y torpes, como gentes que habiendo golpeado una puerta para pedir un poco de agua, se encuentran de pronto ante una reina élfica, joven y hermosa, vestida con flores frescas
